#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:81025	ENSG00000131233.10	HGNC:19155	GJA9	gap junction protein alpha 9	NM_030772.5	NP_110399.2	ENST00000357771.5	ENSP00000350415.3	MANE Select	1	38874069	38881587	-
GeneID:81027	ENSG00000101162.4	HGNC:16257	TUBB1	tubulin beta 1 class VI	NM_030773.4	NP_110400.1	ENST00000217133.2	ENSP00000217133.1	MANE Select	20	59019429	59026654	+
GeneID:81029	ENSG00000111186.13	HGNC:16265	WNT5B	Wnt family member 5B	NM_032642.3	NP_116031.1	ENST00000397196.7	ENSP00000380379.2	MANE Select	12	1629231	1647212	+
GeneID:81030	ENSG00000124256.15	HGNC:16176	ZBP1	Z-DNA binding protein 1	NM_030776.3	NP_110403.2	ENST00000371173.8	ENSP00000360215.3	MANE Select	20	57603852	57620426	-
GeneID:81031	ENSG00000197496.6	HGNC:13444	SLC2A10	solute carrier family 2 member 10	NM_030777.4	NP_110404.1	ENST00000359271.4	ENSP00000352216.2	MANE Select	20	46709649	46736347	+
GeneID:81033	ENSG00000173826.15	HGNC:18862	KCNH6	potassium voltage-gated channel subfamily H member 6	NM_001278919.2	NP_001265848.1	ENST00000314672.10	ENSP00000318212.5	MANE Select	17	63523358	63546727	+
GeneID:81034	ENSG00000164933.12	HGNC:29683	SLC25A32	solute carrier family 25 member 32	NM_030780.5	NP_110407.2	ENST00000297578.9	ENSP00000297578.4	MANE Select	8	103398638	103415107	-
GeneID:81035	ENSG00000158270.12	HGNC:16016	COLEC12	collectin subfamily member 12	NM_130386.3	NP_569057.2	ENST00000400256.5	ENSP00000383115.3	MANE Select	18	316737	500701	-
GeneID:81037	ENSG00000049656.14	HGNC:24308	CLPTM1L	CLPTM1 like	NM_030782.5	NP_110409.2	ENST00000320895.10	ENSP00000313854.5	MANE Select	5	1317752	1345099	-
GeneID:81050	ENSG00000196578.4	HGNC:15431	OR5AC2	olfactory receptor family 5 subfamily AC member 2	NM_054106.1	NP_473447.1	ENST00000358642.2	ENSP00000351466.2	MANE Select	3	98087173	98088102	+
GeneID:81061	ENSG00000130538.6	HGNC:15404	OR11H1	olfactory receptor family 11 subfamily H member 1	NM_001005239.2	NP_001005239.2	ENST00000643195.1	ENSP00000495403.1	MANE Select	22	15528192	15529139	+
GeneID:81099	ENSG00000176695.8	HGNC:15381	OR4F17	olfactory receptor family 4 subfamily F member 17	NM_001005240.3	NP_001005240.1	ENST00000585993.3	ENSP00000467301.1	MANE Select	19	107104	113156	+
GeneID:81127	ENSG00000169488.7	HGNC:15353	OR4K15	olfactory receptor family 4 subfamily K member 15	NM_001005486.2	NP_001005486.2	ENST00000305051.6	ENSP00000304077.5	MANE Select	14	19975591	19976565	+
GeneID:81168	ENSG00000167822.3	HGNC:15312	OR8J3	olfactory receptor family 8 subfamily J member 3	NM_001004064.2	NP_001004064.1	ENST00000642058.1	ENSP00000493166.1	MANE Select	11	56134721	56140201	-
GeneID:81282	ENSG00000176893.6	HGNC:15198	OR51G2	olfactory receptor family 51 subfamily G member 2	NM_001005238.2	NP_001005238.1	ENST00000641926.1	ENSP00000493323.1	MANE Select	11	4912588	4919350	-
GeneID:81285	ENSG00000167332.9	HGNC:15195	OR51E2	olfactory receptor family 51 subfamily E member 2	NM_030774.4	NP_110401.1	ENST00000396950.4	ENSP00000380153.3	MANE Select	11	4680171	4697853	-
GeneID:81309	ENSG00000181939.3	HGNC:15171	OR4C15	olfactory receptor family 4 subfamily C member 15	NM_001001920.3	NP_001001920.2	ENST00000642128.1	ENSP00000493126.1	MANE Select	11	55554469	55555419	+
GeneID:81318	ENSG00000221840.4	HGNC:15162	OR4A5	olfactory receptor family 4 subfamily A member 5	NM_001005272.3	NP_001005272.3	ENST00000319760.8	ENSP00000367664.2	MANE Select	11	54706832	54707902	+
GeneID:81327	ENSG00000181961.5	HGNC:15153	OR4A16	olfactory receptor family 4 subfamily A member 16	NM_001005274.1	NP_001005274.1	ENST00000314721.5	ENSP00000325128.2	MANE Select	11	55343201	55344187	+
GeneID:81341	ENSG00000172772.3	HGNC:15139	OR10W1	olfactory receptor family 10 subfamily W member 1	NM_207374.3	NP_997257.2	ENST00000395079.2	ENSP00000378516.2	MANE Select	11	58266792	58268260	-
GeneID:81392	ENSG00000244623.2	HGNC:15087	OR2AE1	olfactory receptor family 2 subfamily AE member 1	NM_001005276.1	NP_001005276.1	ENST00000316368.3	ENSP00000313936.2	MANE Select	7	99876062	99877033	-
GeneID:81399	ENSG00000284662.2	HGNC:15079	OR4F16	olfactory receptor family 4 subfamily F member 16	NM_001005277.1	NP_001005277.1	ENST00000332831.5	ENSP00000329982.2	MANE Select	1	685716	686654	-
GeneID:81442	ENSG00000188340.3	HGNC:15035	OR6N2	olfactory receptor family 6 subfamily N member 2	NM_001005278.2	NP_001005278.1	ENST00000641131.1	ENSP00000493148.1	MANE Select	1	158774222	158781204	-
GeneID:81448	ENSG00000196171.3	HGNC:15029	OR6K2	olfactory receptor family 6 subfamily K member 2	NM_001005279.3	NP_001005279.1	ENST00000359610.3	ENSP00000352626.2	MANE Select	1	158699678	158700652	-
GeneID:81466	ENSG00000197454.2	HGNC:15011	OR2L5	olfactory receptor family 2 subfamily L member 5	NM_001258284.2	NP_001245213.1	ENST00000355281.2	ENSP00000347428.1	MANE Select	1	248013660	248024276	+
GeneID:81469	ENSG00000177476.3	HGNC:15008	OR2G3	olfactory receptor family 2 subfamily G member 3	NM_001001914.1	NP_001001914.1	ENST00000320002.3	ENSP00000326301.2	MANE Select	1	247605586	247606515	+
GeneID:81470	ENSG00000177489.1	HGNC:15007	OR2G2	olfactory receptor family 2 subfamily G member 2	NM_001001915.1	NP_001001915.1	ENST00000320065.1	ENSP00000326349.1	MANE Select	1	247588360	247589313	+
GeneID:81472	ENSG00000196242.10	HGNC:15005	OR2C3	olfactory receptor family 2 subfamily C member 3	NM_198074.6	NP_932340.4	ENST00000641802.1	ENSP00000493385.1	MANE Select	1	247524677	247536440	-
GeneID:81488	ENSG00000255529.9	HGNC:14862	POLR2M	RNA polymerase II subunit M	NM_015532.5	NP_056347.1	ENST00000299638.8	ENSP00000299638.3	MANE Select	15	57706714	57717557	+
GeneID:81490	ENSG00000174915.12	HGNC:15463	PTDSS2	phosphatidylserine synthase 2	NM_030783.3	NP_110410.1	ENST00000308020.6	ENSP00000308258.5	MANE Select	11	450279	491399	+
GeneID:81491	ENSG00000112218.9	HGNC:13302	GPR63	G protein-coupled receptor 63	NM_030784.4	NP_110411.1	ENST00000229955.4	ENSP00000229955.2	MANE Select	6	96794125	96837477	-
GeneID:81492	ENSG00000104941.8	HGNC:14241	RSPH6A	radial spoke head 6 homolog A	NM_030785.4	NP_110412.1	ENST00000221538.8	ENSP00000221538.2	MANE Select	19	45795713	45815308	-
GeneID:81493	ENSG00000162520.15	HGNC:28897	SYNC	syncoilin, intermediate filament protein	NM_030786.3	NP_110413.3	ENST00000409190.8	ENSP00000386439.3	MANE Select	1	32679906	32702770	-
GeneID:81494	ENSG00000134389.10	HGNC:24668	CFHR5	complement factor H related 5	NM_030787.4	NP_110414.1	ENST00000256785.5	ENSP00000256785.4	MANE Select	1	196977556	197009678	+
GeneID:81501	ENSG00000164935.6	HGNC:18549	DCSTAMP	dendrocyte expressed seven transmembrane protein	NM_030788.4	NP_110415.1	ENST00000297581.2	ENSP00000297581.2	MANE Select	8	104339826	104356689	+
GeneID:81502	ENSG00000101294.18	HGNC:16435	HM13	histocompatibility minor 13	NM_178581.3	NP_848696.1	ENST00000398174.9	ENSP00000381237.3	MANE Select	20	31514442	31569543	+
GeneID:81532	ENSG00000182208.15	HGNC:24904	MOB2	MOB kinase activator 2	NM_001172223.3	NP_001165694.1	ENST00000329957.7	ENSP00000328694.6	MANE Select	11	1469457	1486779	-
GeneID:81533	ENSG00000129636.13	HGNC:30697	ITFG1	integrin alpha FG-GAP repeat containing 1	NM_030790.5	NP_110417.2	ENST00000320640.11	ENSP00000319918.6	MANE Select	16	47154391	47461063	-
GeneID:81537	ENSG00000126821.8	HGNC:17720	SGPP1	sphingosine-1-phosphate phosphatase 1	NM_030791.4	NP_110418.1	ENST00000247225.7	ENSP00000247225.6	MANE Select	14	63684216	63728065	-
GeneID:81539	ENSG00000111371.16	HGNC:13447	SLC38A1	solute carrier family 38 member 1	NM_030674.4	NP_109599.3	ENST00000398637.10	ENSP00000381634.4	MANE Select	12	46183063	46269043	-
GeneID:81542	ENSG00000139921.13	HGNC:15487	TMX1	thioredoxin related transmembrane protein 1	NM_030755.5	NP_110382.3	ENST00000457354.7	ENSP00000393316.2	MANE Select	14	51240247	51257655	+
GeneID:81543	ENSG00000160233.8	HGNC:14965	LRRC3	leucine rich repeat containing 3	NM_030891.6	NP_112153.1	ENST00000291592.6	ENSP00000291592.4	MANE Select	21	44455510	44462196	+
GeneID:81544	ENSG00000158555.15	HGNC:28804	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	NM_030792.8	NP_110419.5	ENST00000336898.8	ENSP00000337972.3	MANE Select	11	75434640	75525941	-
GeneID:81545	ENSG00000145868.17	HGNC:28844	FBXO38	F-box protein 38	NM_205836.3	NP_995308.1	ENST00000340253.10	ENSP00000342023.6	MANE Select	5	148383958	148442836	+
GeneID:81550	ENSG00000083544.16	HGNC:20612	TDRD3	tudor domain containing 3	NM_001146070.2	NP_001139542.1	ENST00000377881.8	ENSP00000367113.2	MANE Select	13	60397220	60573871	+
GeneID:81551	ENSG00000015592.17	HGNC:16078	STMN4	stathmin 4	NM_030795.4	NP_110422.2	ENST00000350889.9	ENSP00000342538.4	MANE Select	8	27235308	27258404	-
GeneID:81552	ENSG00000154978.13	HGNC:34518	VOPP1	VOPP1 WW domain binding protein	NM_030796.5	NP_110423.3	ENST00000285279.10	ENSP00000285279.5	MANE Select	7	55470613	55572502	-
GeneID:81553	ENSG00000197872.11	HGNC:25373	CYRIA	CYFIP related Rac1 interactor A	NM_030797.4	NP_110424.1	ENST00000381323.7	ENSP00000370724.3	MANE Select	2	16549459	16665834	-
GeneID:81554	ENSG00000274523.5	HGNC:14948	RCC1L	RCC1 like	NM_030798.5	NP_110425.2	ENST00000610322.5	ENSP00000480364.1	MANE Select	7	75042183	75073802	-
GeneID:81555	ENSG00000145817.17	HGNC:24877	YIPF5	Yip1 domain family member 5	NM_030799.9	NP_110426.4	ENST00000274496.10	ENSP00000274496.5	MANE Select	5	144158162	144170659	-
GeneID:81556	ENSG00000138614.16	HGNC:25372	INTS14	integrator complex subunit 14	NM_001394796.1	NP_001381725.1	ENST00000313182.7	ENSP00000326379.2	MANE Select	15	65578757	65611131	-
GeneID:81557	ENSG00000187243.17	HGNC:22880	MAGED4B	MAGE family member D4B	NM_030801.5	NP_110428.2	ENST00000335504.10	ENSP00000335385.5	MANE Select	X	52061827	52069183	-
GeneID:81558	ENSG00000121104.8	HGNC:24179	FAM117A	family with sequence similarity 117 member A	NM_030802.4	NP_110429.1	ENST00000240364.7	ENSP00000240364.2	MANE Select	17	49710332	49764131	-
GeneID:81559	ENSG00000154370.16	HGNC:16281	TRIM11	tripartite motif containing 11	NM_145214.3	NP_660215.1	ENST00000284551.11	ENSP00000284551.6	MANE Select	1	228393676	228406835	-
GeneID:81562	ENSG00000114988.12	HGNC:19263	LMAN2L	lectin, mannose binding 2 like	NM_030805.4	NP_110432.1	ENST00000264963.9	ENSP00000264963.4	MANE Select	2	96705929	96740064	-
GeneID:81563	ENSG00000116667.15	HGNC:15494	C1orf21	chromosome 1 open reading frame 21	NM_030806.4	NP_110433.1	ENST00000235307.7	ENSP00000235307.6	MANE Select	1	184387029	184629019	+
GeneID:81565	ENSG00000166579.16	HGNC:17620	NDEL1	nudE neurodevelopment protein 1 like 1	NM_030808.5	NP_110435.1	ENST00000334527.12	ENSP00000333982.7	MANE Select	17	8435884	8468163	+
GeneID:81566	ENSG00000110925.7	HGNC:16006	CSRNP2	cysteine and serine rich nuclear protein 2	NM_030809.3	NP_110436.1	ENST00000228515.6	ENSP00000228515.1	MANE Select	12	51061205	51083596	-
GeneID:81567	ENSG00000239264.9	HGNC:21073	TXNDC5	thioredoxin domain containing 5	NM_030810.5	NP_110437.2	ENST00000379757.9	ENSP00000369081.4	MANE Select	6	7881517	7910788	-
GeneID:81569	ENSG00000117148.8	HGNC:24018	ACTL8	actin like 8	NM_030812.3	NP_110439.2	ENST00000375406.2	ENSP00000364555.1	MANE Select	1	17755333	17827063	+
GeneID:81570	ENSG00000162129.14	HGNC:30664	CLPB	caseinolytic mitochondrial matrix peptidase chaperone subunit B	NM_030813.6	NP_110440.1	ENST00000294053.9	ENSP00000294053.3	MANE Plus Clinical	11	72285495	72434531	-
GeneID:81570	ENSG00000162129.14	HGNC:30664	CLPB	caseinolytic mitochondrial matrix peptidase chaperone subunit B	NM_001258392.3	NP_001245321.1	ENST00000538039.6	ENSP00000441518.1	MANE Select	11	72285495	72434531	-
GeneID:81572	ENSG00000088356.6	HGNC:16119	PDRG1	p53 and DNA damage regulated 1	NM_030815.3	NP_110442.1	ENST00000202017.6	ENSP00000202017.4	MANE Select	20	31944337	31952046	-
GeneID:81573	ENSG00000118454.13	HGNC:25374	ANKRD13C	ankyrin repeat domain 13C	NM_030816.5	NP_110443.3	ENST00000370944.9	ENSP00000359982.4	MANE Select	1	70258999	70354722	-
GeneID:81575	ENSG00000178878.13	HGNC:25268	APOLD1	apolipoprotein L domain containing 1	NM_030817.3	NP_110444.3	ENST00000356591.5	ENSP00000348998.4	MANE Select	12	12785659	12791466	+
GeneID:81576	ENSG00000104957.14	HGNC:28118	YJU2B	YJU2 splicing factor homolog B	NM_030818.4	NP_110445.1	ENST00000221554.13	ENSP00000221554.7	MANE Select	19	13747895	13763289	+
GeneID:81577	ENSG00000141098.13	HGNC:28159	GFOD2	glucose-fructose oxidoreductase domain containing 2	NM_030819.4	NP_110446.3	ENST00000268797.12	ENSP00000268797.7	MANE Select	16	67674536	67719316	-
GeneID:81578	ENSG00000124749.17	HGNC:17025	COL21A1	collagen type XXI alpha 1 chain	NM_030820.4	NP_110447.2	ENST00000244728.10	ENSP00000244728.5	MANE Select	6	56056590	56247580	-
GeneID:81579	ENSG00000123739.11	HGNC:18554	PLA2G12A	phospholipase A2 group XIIA	NM_030821.5	NP_110448.2	ENST00000243501.10	ENSP00000243501.5	MANE Select	4	109709989	109730070	-
GeneID:81602	ENSG00000102543.14	HGNC:20299	CDADC1	cytidine and dCMP deaminase domain containing 1	NM_030911.4	NP_112173.1	ENST00000251108.10	ENSP00000251108.6	MANE Select	13	49247925	49293485	+
GeneID:81603	ENSG00000171206.15	HGNC:15579	TRIM8	tripartite motif containing 8	NM_030912.3	NP_112174.2	ENST00000643721.2	ENSP00000496301.1	MANE Select	10	102644479	102658318	+
GeneID:81605	ENSG00000167118.11	HGNC:28378	URM1	ubiquitin related modifier 1	NM_030914.4	NP_112176.1	ENST00000372853.9	ENSP00000361944.4	MANE Select	9	128371374	128392016	+
GeneID:81606	ENSG00000213626.13	HGNC:29532	LBH	LBH regulator of WNT signaling pathway	NM_030915.4	NP_112177.2	ENST00000395323.9	ENSP00000378733.3	MANE Select	2	30231534	30260028	+
GeneID:81607	ENSG00000143217.9	HGNC:19688	NECTIN4	nectin cell adhesion molecule 4	NM_030916.3	NP_112178.2	ENST00000368012.4	ENSP00000356991.3	MANE Select	1	161070998	161089558	-
GeneID:81608	ENSG00000145216.16	HGNC:19124	FIP1L1	factor interacting with PAPOLA and CPSF1	NM_030917.4	NP_112179.2	ENST00000337488.11	ENSP00000336752.6	MANE Select	4	53377641	53460862	+
GeneID:81609	ENSG00000143376.14	HGNC:20073	SNX27	sorting nexin 27	NM_001330723.2	NP_001317652.1	ENST00000458013.7	ENSP00000400333.2	MANE Select	1	151612050	151699080	+
GeneID:81610	ENSG00000101447.15	HGNC:16122	FAM83D	family with sequence similarity 83 member D	NM_030919.3	NP_112181.3	ENST00000619850.2	ENSP00000481465.1	MANE Select	20	38926417	38953106	+
GeneID:81611	ENSG00000143401.15	HGNC:16673	ANP32E	acidic nuclear phosphoprotein 32 family member E	NM_030920.5	NP_112182.1	ENST00000583931.6	ENSP00000463154.1	MANE Select	1	150218417	150236112	-
GeneID:81614	ENSG00000140157.16	HGNC:17044	NIPA2	NIPA magnesium transporter 2	NM_030922.7	NP_112184.4	ENST00000337451.8	ENSP00000337618.3	MANE Select	15	22838666	22868384	+
GeneID:81615	ENSG00000152128.13	HGNC:25380	TMEM163	transmembrane protein 163	NM_030923.5	NP_112185.1	ENST00000281924.6	ENSP00000281924.6	MANE Select	2	134455759	134719000	-
GeneID:81616	ENSG00000130377.14	HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	NM_030924.5	NP_112186.3	ENST00000588485.6	ENSP00000466336.2	MANE Select	19	6135667	6193091	+
GeneID:81617	ENSG00000102547.19	HGNC:20290	CAB39L	calcium binding protein 39 like	NM_001079670.3	NP_001073138.1	ENST00000409308.6	ENSP00000386375.1	MANE Select	13	49308650	49444064	-
GeneID:81618	ENSG00000135916.16	HGNC:6175	ITM2C	integral membrane protein 2C	NM_030926.6	NP_112188.1	ENST00000326427.11	ENSP00000322730.6	MANE Select	2	230864942	230879248	+
GeneID:81620	ENSG00000167513.9	HGNC:24576	CDT1	chromatin licensing and DNA replication factor 1	NM_030928.4	NP_112190.2	ENST00000301019.9	ENSP00000301019.4	MANE Select	16	88803789	88809258	+
GeneID:81621	ENSG00000107821.15	HGNC:25460	KAZALD1	Kazal type serine peptidase inhibitor domain 1	NM_030929.5	NP_112191.2	ENST00000370200.6	ENSP00000359219.6	MANE Select	10	101061989	101067059	+
GeneID:81622	ENSG00000110057.8	HGNC:13481	UNC93B1	unc-93 homolog B1, TLR signaling regulator	NM_030930.4	NP_112192.2	ENST00000227471.7	ENSP00000227471.3	MANE Select	11	67991100	68004097	-
GeneID:81623	ENSG00000125788.6	HGNC:15900	DEFB126	defensin beta 126	NM_030931.4	NP_112193.1	ENST00000382398.4	ENSP00000371835.3	MANE Select	20	142590	145751	+
GeneID:81624	ENSG00000139734.19	HGNC:15480	DIAPH3	diaphanous related formin 3	NM_001042517.2	NP_001035982.1	ENST00000400324.9	ENSP00000383178.3	MANE Select	13	59665583	60163928	-
GeneID:81626	ENSG00000157060.16	HGNC:16788	SHCBP1L	SHC binding and spindle associated 1 like	NM_030933.4	NP_112195.2	ENST00000367547.8	ENSP00000356518.3	MANE Select	1	182899865	182953166	-
GeneID:81627	ENSG00000121486.12	HGNC:16782	TRMT1L	tRNA methyltransferase 1 like	NM_030934.5	NP_112196.3	ENST00000367506.10	ENSP00000356476.5	MANE Select	1	185118101	185156953	-
GeneID:81628	ENSG00000166925.9	HGNC:21696	TSC22D4	TSC22 domain family member 4	NM_030935.5	NP_112197.1	ENST00000300181.7	ENSP00000300181.2	MANE Select	7	100466519	100479214	-
GeneID:81629	ENSG00000162526.7	HGNC:15473	TSSK3	testis specific serine kinase 3	NM_052841.4	NP_443073.1	ENST00000373534.4	ENSP00000362634.3	MANE Select	1	32362539	32364312	+
GeneID:81631	ENSG00000140941.14	HGNC:13352	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	NM_022818.5	NP_073729.1	ENST00000268607.10	ENSP00000268607.5	MANE Select	16	87392336	87404774	+
GeneID:81669	ENSG00000221978.13	HGNC:20570	CCNL2	cyclin L2	NM_030937.6	NP_112199.2	ENST00000400809.8	ENSP00000383611.3	MANE Select	1	1385711	1399335	-
GeneID:81671	ENSG00000062716.13	HGNC:29559	VMP1	vacuole membrane protein 1	NM_030938.5	NP_112200.2	ENST00000262291.9	ENSP00000262291.3	MANE Select	17	59707654	59842255	+
GeneID:81688	ENSG00000112308.13	HGNC:20998	C6orf62	chromosome 6 open reading frame 62	NM_030939.5	NP_112201.1	ENST00000378119.9	ENSP00000367359.4	MANE Select	6	24704861	24719154	-
GeneID:81689	ENSG00000135070.15	HGNC:28660	ISCA1	iron-sulfur cluster assembly 1	NM_030940.4	NP_112202.2	ENST00000375991.9	ENSP00000365159.4	MANE Select	9	86264546	86282538	-
GeneID:81691	ENSG00000005189.20	HGNC:24661	REXO5	RNA exonuclease 5	NM_030941.3	NP_112203.2	ENST00000261377.11	ENSP00000261377.6	MANE Select	16	20806527	20849665	+
GeneID:81693	ENSG00000166126.11	HGNC:14604	AMN	amnion associated transmembrane protein	NM_030943.4	NP_112205.2	ENST00000299155.10	ENSP00000299155.6	MANE Select	14	102922663	102930842	+
GeneID:81696	ENSG00000243729.5	HGNC:13972	OR5V1	olfactory receptor family 5 subfamily V member 1	NM_030876.6	NP_110503.3	ENST00000641768.1	ENSP00000493269.1	MANE Select	6	29353749	29368865	-
GeneID:81697	ENSG00000168131.4	HGNC:13966	OR2B2	olfactory receptor family 2 subfamily B member 2	NM_033057.2	NP_149046.2	ENST00000303324.4	ENSP00000304419.2	MANE Select	6	27911185	27912396	-
GeneID:81704	ENSG00000107099.18	HGNC:19191	DOCK8	dedicator of cytokinesis 8	NM_203447.4	NP_982272.2	ENST00000432829.7	ENSP00000394888.3	MANE Select	9	214865	465255	+
GeneID:81706	ENSG00000198729.5	HGNC:14952	PPP1R14C	protein phosphatase 1 regulatory inhibitor subunit 14C	NM_030949.3	NP_112211.1	ENST00000361131.5	ENSP00000355260.4	MANE Select	6	150143044	150250392	+
GeneID:81786	ENSG00000146054.18	HGNC:16278	TRIM7	tripartite motif containing 7	NM_203293.3	NP_976038.1	ENST00000274773.12	ENSP00000274773.7	MANE Select	5	181193924	181205196	-
GeneID:81788	ENSG00000163545.11	HGNC:29558	NUAK2	NUAK family kinase 2	NM_030952.3	NP_112214.3	ENST00000367157.6	ENSP00000356125.5	MANE Select	1	205302063	205321745	-
GeneID:81789	ENSG00000164296.7	HGNC:18332	TIGD6	tigger transposable element derived 6	NM_030953.4	NP_112215.1	ENST00000296736.4	ENSP00000296736.3	MANE Select	5	149993118	150000654	-
GeneID:81790	ENSG00000120925.16	HGNC:25358	RNF170	ring finger protein 170	NM_030954.4	NP_112216.3	ENST00000527424.6	ENSP00000434797.1	MANE Select	8	42853301	42896605	-
GeneID:81792	ENSG00000151388.11	HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	NM_030955.4	NP_112217.2	ENST00000504830.6	ENSP00000422554.1	MANE Select	5	33523535	33891990	-
GeneID:81793	ENSG00000174123.11	HGNC:15634	TLR10	toll like receptor 10	NM_030956.4	NP_112218.2	ENST00000308973.9	ENSP00000308925.4	MANE Select	4	38772238	38782990	-
GeneID:81794	ENSG00000142303.14	HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	NM_030957.4	NP_112219.3	ENST00000597188.6	ENSP00000471851.1	MANE Select	19	8580240	8610715	-
GeneID:81796	ENSG00000137571.11	HGNC:19046	SLCO5A1	solute carrier organic anion transporter family member 5A1	NM_030958.3	NP_112220.2	ENST00000260126.9	ENSP00000260126.3	MANE Select	8	69667046	69834978	-
GeneID:81797	ENSG00000112462.8	HGNC:13963	OR12D3	olfactory receptor family 12 subfamily D member 3	NM_030959.3	NP_112221.1	ENST00000396806.3	ENSP00000380023.3	MANE Select	6	29373423	29375291	-
GeneID:81831	ENSG00000171208.10	HGNC:14644	NETO2	neuropilin and tolloid like 2	NM_018092.5	NP_060562.3	ENST00000562435.6	ENSP00000455169.1	MANE Select	16	47077703	47143945	-
GeneID:81832	ENSG00000166342.19	HGNC:13823	NETO1	neuropilin and tolloid like 1	NM_138966.5	NP_620416.2	ENST00000327305.11	ENSP00000313088.6	MANE Select	18	72743756	72867987	-
GeneID:81833	ENSG00000118434.9	HGNC:14967	SPACA1	sperm acrosome associated 1	NM_030960.3	NP_112222.1	ENST00000237201.2	ENSP00000237201.1	MANE Select	6	88047841	88066838	+
GeneID:81839	ENSG00000173218.15	HGNC:15512	VANGL1	VANGL planar cell polarity protein 1	NM_138959.3	NP_620409.1	ENST00000355485.7	ENSP00000347672.2	MANE Select	1	115641970	115698221	+
GeneID:81844	ENSG00000169871.13	HGNC:19028	TRIM56	tripartite motif containing 56	NM_030961.3	NP_112223.1	ENST00000306085.11	ENSP00000305161.6	MANE Select	7	101085481	101097967	+
GeneID:81846	ENSG00000133812.18	HGNC:2135	SBF2	SET binding factor 2	NM_030962.4	NP_112224.1	ENST00000256190.13	ENSP00000256190.8	MANE Select	11	9778668	10294219	-
GeneID:81847	ENSG00000118518.17	HGNC:21336	RNF146	ring finger protein 146	NM_001242850.2	NP_001229779.1	ENST00000368314.6	ENSP00000357297.1	MANE Select	6	127266864	127288562	+
GeneID:81848	ENSG00000187678.10	HGNC:15533	SPRY4	sprouty RTK signaling antagonist 4	NM_001127496.3	NP_001120968.1	ENST00000434127.3	ENSP00000399468.2	MANE Select	5	142310430	142325021	-
GeneID:81849	ENSG00000117069.15	HGNC:19342	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	NM_030965.3	NP_112227.1	ENST00000477717.6	ENSP00000417583.1	MANE Select	1	76867480	77067546	+
GeneID:81850	ENSG00000221880.4	HGNC:16771	KRTAP1-3	keratin associated protein 1-3	NM_030966.2	NP_112228.1	ENST00000344363.7	ENSP00000344420.5	MANE Select	17	41033884	41034874	-
GeneID:81851	ENSG00000188581.9	HGNC:16772	KRTAP1-1	keratin associated protein 1-1	NM_030967.3	NP_112229.1	ENST00000306271.5	ENSP00000305975.4	MANE Select	17	41040541	41041450	-
GeneID:81853	ENSG00000137210.14	HGNC:21384	TMEM14B	transmembrane protein 14B	NM_030969.5	NP_112231.3	ENST00000379542.10	ENSP00000368858.5	MANE Select	6	10747805	10756981	+
GeneID:81856	ENSG00000213020.10	HGNC:28766	ZNF611	zinc finger protein 611	NM_001161499.2	NP_001154971.1	ENST00000652185.1	ENSP00000498713.1	MANE Select	19	52702813	52735044	-
GeneID:81857	ENSG00000104973.19	HGNC:28845	MED25	mediator complex subunit 25	NM_030973.4	NP_112235.2	ENST00000312865.10	ENSP00000326767.5	MANE Select	19	49818289	49836979	+
GeneID:81858	ENSG00000179526.17	HGNC:25321	SHARPIN	SHANK associated RH domain interactor	NM_030974.4	NP_112236.3	ENST00000398712.7	ENSP00000381698.2	MANE Select	8	144098637	144103773	-
GeneID:81872	ENSG00000212725.4	HGNC:16775	KRTAP2-1	keratin associated protein 2-1	NM_001123387.1	NP_001116859.1	ENST00000391419.3	ENSP00000375238.3	MANE Select	17	41046541	41047316	-
GeneID:81873	ENSG00000136950.13	HGNC:23366	ARPC5L	actin related protein 2/3 complex subunit 5 like	NM_030978.3	NP_112240.1	ENST00000353214.6	ENSP00000345361.2	MANE Select	9	124862130	124877733	+
GeneID:81875	ENSG00000143319.17	HGNC:25745	ISG20L2	interferon stimulated exonuclease gene 20 like 2	NM_001370150.2	NP_001357079.1	ENST00000368219.2	ENSP00000357202.2	MANE Select	1	156721895	156728766	-
GeneID:81876	ENSG00000174903.16	HGNC:18370	RAB1B	RAB1B, member RAS oncogene family	NM_030981.3	NP_112243.1	ENST00000311481.11	ENSP00000310226.6	MANE Select	11	66268639	66277492	+
GeneID:81887	ENSG00000001497.18	HGNC:25726	LAS1L	LAS1 like ribosome biogenesis factor	NM_031206.7	NP_112483.1	ENST00000374811.8	ENSP00000363944.3	MANE Select	X	65512582	65534787	-
GeneID:81888	ENSG00000178922.18	HGNC:26948	HYI	hydroxypyruvate isomerase (putative)	NM_001190880.3	NP_001177809.1	ENST00000372430.9	ENSP00000361507.4	MANE Select	1	43450989	43453931	-
