,Gene/Region,GRCh37,"HI Score","TS Score",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102042)",9:43795899-43804300,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102043)",9:43800749-43849800,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102046)",9:43870599-43876000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102047)",9:43870599-43899100,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102048)",9:43902774-43914325,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102049)",9:43915599-43920850,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102085)",9:44313499-44331000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102096)",9:44388999-44470300,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102097)",9:44391999-44411000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102099)",9:44399899-44405000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102187)",9:45728849-45746725,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102236)",9:46366999-46389000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102294)",9:47281174-47300125,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102296)",9:47298999-47304000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p12 population region (DGV_Gold_Standard_June_2021_gssvL130619)",9:43584760-43755000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"9p12 population region (DGV_Gold_Standard_June_2021_gssvL130637)",9:43589946-43694171,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"9p12 population region (gnomAD-SV_v2.1_DEL_9_101915)",9:41322999-41329000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p12 population region (gnomAD-SV_v2.1_DEL_9_101925)",9:41499999-41507000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p12 population region (gnomAD-SV_v2.1_DEL_9_101967)",9:42363999-42374800,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p13.1 population region (gnomAD-SV_v2.1_DEL_9_101840)",9:40024899-40031800,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9p24.3 population region (gnomAD-SV_v2.1_DUP_9_26178)",9:111999-126000,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/11/2021
R,"9q12 population region (gnomAD-SV_v2.1_DEL_9_102303)",9:65496999-65509000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/11/2021
R,"9q13 population region (gnomAD-SV_v2.1_DEL_9_102391)",9:67954499-67986500,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102459)",9:69375499-69388225,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102460)",9:69398749-69405200,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102461)",9:69418924-69435100,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27460)",9:70557057-70693525,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27462)",9:70631499-70655275,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/17/2021
R,"9q31.1 population region (DGV_Gold_Standard_June_2021_gssvL132495)",9:107362715-107368622,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/05/2021
R,"9q31.2 population region (gnomAD-SV_v2.1_DEL_9_104809)",9:110537534-110540595,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"9q32 population region (DGV_Gold_Standard_June_2021_gssvG40321)",9:117078800-117098147,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/05/2021
R,"9q34.3 population region (gnomAD-SV_v2.1_DEL_9_106704)",9:138936849-138944500,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/10/2021
R,"DLK1-MEG3 Intergenic DMR",14:101191391-101294616,"1 (Little Evidence)","0 (No Evidence)",,,‐,‐,‐,05/10/2012
R,"SOX9 upstream enhancer region",17:67892996-69792434,"3 (Sufficient Evidence)","1 (Little Evidence)",,,‐,‐,‐,06/07/2021
R,"Xp11.22 region (includes HUWE1)",X:53363456-53793054,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,11/20/2018
R,"Xp11.22p11.23 recurrent region (includes SHROOM4)",X:48306152-52103258,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,12/14/2017
R,"Xp11.23 population region (DGV_Gold_Standard_June_2021_gssvL136075)",X:47880294-47952112,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DEL_X_186156)",X:49176299-49186050,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53149)",X:49197299-49208400,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53151)",X:49292999-49318650,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53155)",X:49328999-49343400,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 population region (gnomAD-SV_v2.1_DUP_X_53157)",X:49338999-49356900,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xp11.23 region (includes MAOA and MAOB)",X:43514154-43741720,"3 (Sufficient Evidence)","0 (No Evidence)",,,‐,‐,‐,10/11/2017
R,"Xp21.2 region (includes NR0B1)",X:30195000-30355000,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,07/22/2020
R,"Xp22.31 recurrent region (includes STS)",X:6455812-8124954,"3 (Sufficient Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,07/01/2021
R,"Xq21.1 population region (DGV_Gold_Standard_June_2021_gssvL136501)",X:76137628-76141022,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq24 population region (DGV_Gold_Standard_June_2021_gssvG41158)",X:120006512-120123897,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xq24 population region (gnomAD-SV_v2.1_DEL_X_189262)",X:120063234-120090000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq24 population region (gnomAD-SV_v2.1_DEL_X_189263)",X:120077116-120120000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq26.3 population region (gnomAD-SV_v2.1_DEL_X_189886)",X:134872199-134878900,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq26.3 population region (gnomAD-SV_v2.1_DEL_X_189893)",X:134948399-134964600,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq27.3 population region (DGV_Gold_Standard_June_2021_gssvL137799)",X:142601775-142800327,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq28 population region (DGV_Gold_Standard_June_2021_gssvG41365)",X:153409846-153460630,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Xq28 population region (gnomAD-SV_v2.1_DEL_X_190688)",X:152240999-152251200,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq28 population region (gnomAD-SV_v2.1_DEL_X_190749)",X:153511999-153522000,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq28 population region (gnomAD-SV_v2.1_DEL_X_190964)",X:155238299-155249500,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Xq28 recurrent region (includes GDI1)",X:153624564-153783898,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,05/26/2016
R,"Xq28 recurrent region (int22h1/int22h2-flanked) (includes RAB39B)",X:154118603-154564401,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,08/31/2018
R,"Xq28 region (includes MECP2)",X:153273980-153375749,"0 (No Evidence)","3 (Sufficient Evidence)",,,‐,‐,‐,02/22/2021
R,"Yq11.223 population region (DGV_Gold_Standard_June_2021_gssvL138419)",Y:24361866-24465171,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Yq11.223 population region (DGV_Gold_Standard_June_2021_gssvL138428)",Y:25853189-26146959,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",,,‐,‐,‐,08/03/2021
R,"Yq11.223 population region (gnomAD-SV_v2.1_DUP_Y_55049)",Y:23656999-23713300,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
R,"Yq11.223 population region (gnomAD-SV_v2.1_DUP_Y_55057)",Y:24024199-24070000,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",,,‐,‐,‐,08/03/2021
,,,,,,,,,,
